Order ID,Sample ID,Matrix,Test,Mark,Invoice ID,Price,Site,Cust. Samp ID,Date Collected,,customer_id
2023050402,2023050402-02,Precipitation,DOC,TRUE,,4.19,Metsite Bulk Snow,,05-04-2023,,LTER
2023050402,2023050402-02,Precipitation,DIC,TRUE,,9.46,Metsite Bulk Snow,,05-04-2023,,LTER
2023050402,2023050402-02,Precipitation,Part P,TRUE,,13.84,Metsite Bulk Snow,,05-04-2023,,LTER
2023050402,2023050402-02,Precipitation,Cond,TRUE,,4.20,Metsite Bulk Snow,,05-04-2023,,LTER
2023050402,2023050402-02,Precipitation,Part C/N,TRUE,,18.19,Metsite Bulk Snow,,05-04-2023,,LTER
2023050402,2023050402-02,Precipitation,Cations,TRUE,,16.07,Metsite Bulk Snow,,05-04-2023,,LTER
2023050402,2023050402-02,Precipitation,Anions,TRUE,,19.28,Metsite Bulk Snow,,05-04-2023,,LTER
2023050402,2023050402-03,Precipitation,Anions,TRUE,,19.28,Metsite Bulk Snow,,05-04-2023,,LTER
2023050402,2023050402-03,Precipitation,Cations,TRUE,,16.07,Metsite Bulk Snow,,05-04-2023,,LTER
2023050402,2023050402-03,Precipitation,Part C/N,TRUE,,18.19,Metsite Bulk Snow,,05-04-2023,,LTER
2023050402,2023050402-03,Precipitation,Cond,TRUE,,4.20,Metsite Bulk Snow,,05-04-2023,,LTER
2023050402,2023050402-03,Precipitation,Part P,TRUE,,13.84,Metsite Bulk Snow,,05-04-2023,,LTER
2023050402,2023050402-03,Precipitation,DIC,TRUE,,9.46,Metsite Bulk Snow,,05-04-2023,,LTER
2023050402,2023050402-03,Precipitation,DOC,TRUE,,4.19,Metsite Bulk Snow,,05-04-2023,,LTER
2023050402,2023050402-03,Precipitation,Archive,TRUE,,0.00,Metsite Bulk Snow,,05-04-2023,,LTER
2023050402,2023050402-03,Precipitation,Alk,TRUE,,4.31,Metsite Bulk Snow,,05-04-2023,,LTER
2023050402,2023050402-03,Precipitation,Filtration,TRUE,,6.16,Metsite Bulk Snow,,05-04-2023,,LTER
2023050402,2023050402-03,Precipitation,NO2,TRUE,,6.22,Metsite Bulk Snow,,05-04-2023,,LTER
2023050402,2023050402-03,Precipitation,NO3,TRUE,,6.30,Metsite Bulk Snow,,05-04-2023,,LTER
2023050402,2023050402-03,Precipitation,NH3,TRUE,,6.85,Metsite Bulk Snow,,05-04-2023,,LTER
2023050402,2023050402-03,Precipitation,pH,TRUE,,7.24,Metsite Bulk Snow,,05-04-2023,,LTER
2023050402,2023050402-03,Precipitation,SRSi,TRUE,,8.09,Metsite Bulk Snow,,05-04-2023,,LTER
2023050402,2023050402-03,Precipitation,TDP,TRUE,,8.54,Metsite Bulk Snow,,05-04-2023,,LTER
2023050402,2023050402-03,Precipitation,TDN,TRUE,,8.94,Metsite Bulk Snow,,05-04-2023,,LTER
2023050801,2023050801-01,MQ,DOC,TRUE,,4.19,Method blank,,05-08-2023,,Blanks
2023050801,2023050801-01,MQ,Part P,TRUE,,11.71,Method blank,,05-08-2023,,Blanks
2023050801,2023050801-01,MQ,SRSi,TRUE,,7.95,Method blank,,05-08-2023,,Blanks
2023050801,2023050801-01,MQ,Anions,TRUE,,19.28,Method blank,,05-08-2023,,Blanks
2023050801,2023050801-01,MQ,Part C/N,TRUE,,17.78,Method blank,,05-08-2023,,Blanks
2023050801,2023050801-01,MQ,Cations,TRUE,,16.75,Method blank,,05-08-2023,,Blanks
2023050802,2023050802-01,Lake Water,Anions,TRUE,,19.28,239 LA CB Epi,,05-08-2023,,LTER
2023050802,2023050802-01,Lake Water,Phytoplankton taxonomy,TRUE,,135.00,239 LA CB Epi,,05-08-2023,,LTER
2023050802,2023050802-01,Lake Water,Part C/N,TRUE,,18.19,239 LA CB Epi,,05-08-2023,,LTER
2023050802,2023050802-01,Lake Water,Cations,TRUE,,16.07,239 LA CB Epi,,05-08-2023,,LTER
2023050802,2023050802-01,Lake Water,Part P,TRUE,,13.84,239 LA CB Epi,,05-08-2023,,LTER
2023050802,2023050802-01,Lake Water,DIC,TRUE,,9.46,239 LA CB Epi,,05-08-2023,,LTER
2023050802,2023050802-01,Lake Water,Chla,TRUE,,11.44,239 LA CB Epi,,05-08-2023,,LTER
2023050802,2023050802-01,Lake Water,DOC,TRUE,,4.19,239 LA CB Epi,,05-08-2023,,LTER
2023050802,2023050802-01,Lake Water,Archive,TRUE,,0.00,239 LA CB Epi,,05-08-2023,,LTER
2023050802,2023050802-01,Lake Water,NO2,TRUE,,6.22,239 LA CB Epi,,05-08-2023,,LTER
2023050802,2023050802-01,Lake Water,Filtration,TRUE,,6.16,239 LA CB Epi,,05-08-2023,,LTER
2023050802,2023050802-01,Lake Water,Alk,TRUE,,4.31,239 LA CB Epi,,05-08-2023,,LTER
2023050802,2023050802-01,Lake Water,Absorbance scan,TRUE,,4.76,239 LA CB Epi,,05-08-2023,,LTER
2023050802,2023050802-01,Lake Water,TDN,TRUE,,8.94,239 LA CB Epi,,05-08-2023,,LTER
2023050802,2023050802-01,Lake Water,TDP,TRUE,,8.54,239 LA CB Epi,,05-08-2023,,LTER
2023050802,2023050802-01,Lake Water,SRSi,TRUE,,8.09,239 LA CB Epi,,05-08-2023,,LTER
2023050802,2023050802-01,Lake Water,pH,TRUE,,7.24,239 LA CB Epi,,05-08-2023,,LTER
2023050802,2023050802-01,Lake Water,NH3,TRUE,,6.85,239 LA CB Epi,,05-08-2023,,LTER
2023050802,2023050802-01,Lake Water,NO3,TRUE,,6.30,239 LA CB Epi,,05-08-2023,,LTER
2023050802,2023050802-03,Lake Water,NO3,TRUE,,6.30,239 LA CB 5m,,05-08-2023,,LTER
2023050802,2023050802-03,Lake Water,NH3,TRUE,,6.85,239 LA CB 5m,,05-08-2023,,LTER
2023050802,2023050802-03,Lake Water,pH,TRUE,,7.24,239 LA CB 5m,,05-08-2023,,LTER
2023050802,2023050802-03,Lake Water,SRSi,TRUE,,8.09,239 LA CB 5m,,05-08-2023,,LTER
2023050802,2023050802-03,Lake Water,TDP,TRUE,,8.54,239 LA CB 5m,,05-08-2023,,LTER
2023050802,2023050802-03,Lake Water,TDN,TRUE,,8.94,239 LA CB 5m,,05-08-2023,,LTER
2023050802,2023050802-03,Lake Water,Absorbance scan,TRUE,,4.76,239 LA CB 5m,,05-08-2023,,LTER
2023050802,2023050802-03,Lake Water,Alk,TRUE,,4.31,239 LA CB 5m,,05-08-2023,,LTER
2023050802,2023050802-03,Lake Water,Filtration,TRUE,,6.16,239 LA CB 5m,,05-08-2023,,LTER
2023050802,2023050802-03,Lake Water,NO2,TRUE,,6.22,239 LA CB 5m,,05-08-2023,,LTER
2023050802,2023050802-03,Lake Water,Archive,TRUE,,0.00,239 LA CB 5m,,05-08-2023,,LTER
2023050802,2023050802-03,Lake Water,DOC,TRUE,,4.19,239 LA CB 5m,,05-08-2023,,LTER
2023050802,2023050802-03,Lake Water,Chla,TRUE,,11.44,239 LA CB 5m,,05-08-2023,,LTER
2023050802,2023050802-03,Lake Water,DIC,TRUE,,9.46,239 LA CB 5m,,05-08-2023,,LTER
2023050802,2023050802-03,Lake Water,Part P,TRUE,,13.84,239 LA CB 5m,,05-08-2023,,LTER
2023050802,2023050802-03,Lake Water,Cations,TRUE,,16.07,239 LA CB 5m,,05-08-2023,,LTER
2023050802,2023050802-03,Lake Water,Part C/N,TRUE,,18.19,239 LA CB 5m,,05-08-2023,,LTER
2023050802,2023050802-03,Lake Water,Anions,TRUE,,19.28,239 LA CB 5m,,05-08-2023,,LTER
2023050802,2023050802-04,Lake Water,Anions,TRUE,,19.28,239 LA CB 10m,,05-08-2023,,LTER
2023050802,2023050802-04,Lake Water,Part C/N,TRUE,,18.19,239 LA CB 10m,,05-08-2023,,LTER
2023050802,2023050802-04,Lake Water,Cations,TRUE,,16.07,239 LA CB 10m,,05-08-2023,,LTER
2023050802,2023050802-04,Lake Water,Part P,TRUE,,13.84,239 LA CB 10m,,05-08-2023,,LTER
2023050802,2023050802-04,Lake Water,DIC,TRUE,,9.46,239 LA CB 10m,,05-08-2023,,LTER
2023050802,2023050802-04,Lake Water,Chla,TRUE,,11.44,239 LA CB 10m,,05-08-2023,,LTER
2023050802,2023050802-04,Lake Water,DOC,TRUE,,4.19,239 LA CB 10m,,05-08-2023,,LTER
2023050802,2023050802-04,Lake Water,Archive,TRUE,,0.00,239 LA CB 10m,,05-08-2023,,LTER
2023050802,2023050802-04,Lake Water,NO2,TRUE,,6.22,239 LA CB 10m,,05-08-2023,,LTER
2023050802,2023050802-04,Lake Water,Filtration,TRUE,,6.16,239 LA CB 10m,,05-08-2023,,LTER
2023050802,2023050802-04,Lake Water,Alk,TRUE,,4.31,239 LA CB 10m,,05-08-2023,,LTER
2023050802,2023050802-04,Lake Water,Absorbance scan,TRUE,,4.76,239 LA CB 10m,,05-08-2023,,LTER
2023050802,2023050802-04,Lake Water,TDN,TRUE,,8.94,239 LA CB 10m,,05-08-2023,,LTER
2023050802,2023050802-04,Lake Water,TDP,TRUE,,8.54,239 LA CB 10m,,05-08-2023,,LTER
2023050802,2023050802-04,Lake Water,SRSi,TRUE,,8.09,239 LA CB 10m,,05-08-2023,,LTER
2023050802,2023050802-04,Lake Water,pH,TRUE,,7.24,239 LA CB 10m,,05-08-2023,,LTER
2023050802,2023050802-04,Lake Water,NH3,TRUE,,6.85,239 LA CB 10m,,05-08-2023,,LTER
2023050802,2023050802-04,Lake Water,NO3,TRUE,,6.30,239 LA CB 10m,,05-08-2023,,LTER
2023050802,2023050802-05,Lake Water,NO3,TRUE,,6.30,239 LA CB 15m,,05-08-2023,,LTER
2023050802,2023050802-05,Lake Water,NH3,TRUE,,6.85,239 LA CB 15m,,05-08-2023,,LTER
2023050802,2023050802-05,Lake Water,pH,TRUE,,7.24,239 LA CB 15m,,05-08-2023,,LTER
2023050802,2023050802-05,Lake Water,SRSi,TRUE,,8.09,239 LA CB 15m,,05-08-2023,,LTER
2023050802,2023050802-05,Lake Water,TDP,TRUE,,8.54,239 LA CB 15m,,05-08-2023,,LTER
2023050802,2023050802-05,Lake Water,TDN,TRUE,,8.94,239 LA CB 15m,,05-08-2023,,LTER
2023050802,2023050802-05,Lake Water,Absorbance scan,TRUE,,4.76,239 LA CB 15m,,05-08-2023,,LTER
2023050802,2023050802-05,Lake Water,Alk,TRUE,,4.31,239 LA CB 15m,,05-08-2023,,LTER
2023050802,2023050802-05,Lake Water,Filtration,TRUE,,6.16,239 LA CB 15m,,05-08-2023,,LTER
2023050802,2023050802-05,Lake Water,NO2,TRUE,,6.22,239 LA CB 15m,,05-08-2023,,LTER
2023050802,2023050802-05,Lake Water,Archive,TRUE,,0.00,239 LA CB 15m,,05-08-2023,,LTER
2023050802,2023050802-05,Lake Water,DOC,TRUE,,4.19,239 LA CB 15m,,05-08-2023,,LTER
2023050802,2023050802-05,Lake Water,Chla,TRUE,,11.44,239 LA CB 15m,,05-08-2023,,LTER
2023050802,2023050802-05,Lake Water,DIC,TRUE,,9.46,239 LA CB 15m,,05-08-2023,,LTER
2023050802,2023050802-05,Lake Water,Part P,TRUE,,13.84,239 LA CB 15m,,05-08-2023,,LTER
2023050802,2023050802-05,Lake Water,Cations,TRUE,,16.07,239 LA CB 15m,,05-08-2023,,LTER
2023050802,2023050802-05,Lake Water,Part C/N,TRUE,,18.19,239 LA CB 15m,,05-08-2023,,LTER
2023050802,2023050802-05,Lake Water,Anions,TRUE,,19.28,239 LA CB 15m,,05-08-2023,,LTER
2023050802,2023050802-06,Lake Water,Anions,TRUE,,19.28,239 LA CB 20m,,05-08-2023,,LTER
2023050802,2023050802-06,Lake Water,Part C/N,TRUE,,18.19,239 LA CB 20m,,05-08-2023,,LTER
2023050802,2023050802-06,Lake Water,Cations,TRUE,,16.07,239 LA CB 20m,,05-08-2023,,LTER
2023050802,2023050802-06,Lake Water,Part P,TRUE,,13.84,239 LA CB 20m,,05-08-2023,,LTER
2023050802,2023050802-06,Lake Water,DIC,TRUE,,9.46,239 LA CB 20m,,05-08-2023,,LTER
2023050802,2023050802-06,Lake Water,Chla,TRUE,,11.44,239 LA CB 20m,,05-08-2023,,LTER
2023050802,2023050802-06,Lake Water,DOC,TRUE,,4.19,239 LA CB 20m,,05-08-2023,,LTER
2023050802,2023050802-06,Lake Water,Archive,TRUE,,0.00,239 LA CB 20m,,05-08-2023,,LTER
2023050802,2023050802-06,Lake Water,NO2,TRUE,,6.22,239 LA CB 20m,,05-08-2023,,LTER
2023050802,2023050802-06,Lake Water,Filtration,TRUE,,6.16,239 LA CB 20m,,05-08-2023,,LTER
2023050802,2023050802-06,Lake Water,Alk,TRUE,,4.31,239 LA CB 20m,,05-08-2023,,LTER
2023050802,2023050802-06,Lake Water,Absorbance scan,TRUE,,4.76,239 LA CB 20m,,05-08-2023,,LTER
2023050802,2023050802-06,Lake Water,TDN,TRUE,,8.94,239 LA CB 20m,,05-08-2023,,LTER
2023050802,2023050802-06,Lake Water,TDP,TRUE,,8.54,239 LA CB 20m,,05-08-2023,,LTER
2023050802,2023050802-06,Lake Water,SRSi,TRUE,,8.09,239 LA CB 20m,,05-08-2023,,LTER
2023050802,2023050802-06,Lake Water,pH,TRUE,,7.24,239 LA CB 20m,,05-08-2023,,LTER
2023050802,2023050802-06,Lake Water,NH3,TRUE,,6.85,239 LA CB 20m,,05-08-2023,,LTER
2023050802,2023050802-06,Lake Water,NO3,TRUE,,6.30,239 LA CB 20m,,05-08-2023,,LTER
2023050802,2023050802-07,Lake Water,NO3,TRUE,,6.30,239 LA CB 25m,,05-08-2023,,LTER
2023050802,2023050802-07,Lake Water,NH3,TRUE,,6.85,239 LA CB 25m,,05-08-2023,,LTER
2023050802,2023050802-07,Lake Water,pH,TRUE,,7.24,239 LA CB 25m,,05-08-2023,,LTER
2023050802,2023050802-07,Lake Water,SRSi,TRUE,,8.09,239 LA CB 25m,,05-08-2023,,LTER
2023050802,2023050802-07,Lake Water,TDP,TRUE,,8.54,239 LA CB 25m,,05-08-2023,,LTER
2023050802,2023050802-07,Lake Water,TDN,TRUE,,8.94,239 LA CB 25m,,05-08-2023,,LTER
2023050802,2023050802-07,Lake Water,Absorbance scan,TRUE,,4.76,239 LA CB 25m,,05-08-2023,,LTER
2023050802,2023050802-07,Lake Water,Alk,TRUE,,4.31,239 LA CB 25m,,05-08-2023,,LTER
2023050802,2023050802-07,Lake Water,Filtration,TRUE,,6.16,239 LA CB 25m,,05-08-2023,,LTER
2023050802,2023050802-07,Lake Water,NO2,TRUE,,6.22,239 LA CB 25m,,05-08-2023,,LTER
2023050802,2023050802-07,Lake Water,Archive,TRUE,,0.00,239 LA CB 25m,,05-08-2023,,LTER
2023050802,2023050802-07,Lake Water,DOC,TRUE,,4.19,239 LA CB 25m,,05-08-2023,,LTER
2023050802,2023050802-07,Lake Water,Chla,TRUE,,11.44,239 LA CB 25m,,05-08-2023,,LTER
2023050802,2023050802-07,Lake Water,DIC,TRUE,,9.46,239 LA CB 25m,,05-08-2023,,LTER
2023050802,2023050802-07,Lake Water,Part P,TRUE,,13.84,239 LA CB 25m,,05-08-2023,,LTER
2023050802,2023050802-07,Lake Water,Cations,TRUE,,16.07,239 LA CB 25m,,05-08-2023,,LTER
2023050802,2023050802-07,Lake Water,Part C/N,TRUE,,18.19,239 LA CB 25m,,05-08-2023,,LTER
2023050802,2023050802-07,Lake Water,Anions,TRUE,,19.28,239 LA CB 25m,,05-08-2023,,LTER
2023050802,2023050802-08,Lake Water,Anions,TRUE,,19.28,239 LA CB 30m,,05-08-2023,,LTER
2023050802,2023050802-08,Lake Water,Part C/N,TRUE,,18.19,239 LA CB 30m,,05-08-2023,,LTER
2023050802,2023050802-08,Lake Water,Cations,TRUE,,16.07,239 LA CB 30m,,05-08-2023,,LTER
2023050802,2023050802-08,Lake Water,Part P,TRUE,,13.84,239 LA CB 30m,,05-08-2023,,LTER
2023050802,2023050802-08,Lake Water,DIC,TRUE,,9.46,239 LA CB 30m,,05-08-2023,,LTER
2023050802,2023050802-08,Lake Water,Chla,TRUE,,11.44,239 LA CB 30m,,05-08-2023,,LTER
2023050802,2023050802-08,Lake Water,DOC,TRUE,,4.19,239 LA CB 30m,,05-08-2023,,LTER
2023050802,2023050802-08,Lake Water,Archive,TRUE,,0.00,239 LA CB 30m,,05-08-2023,,LTER
2023050802,2023050802-08,Lake Water,NO2,TRUE,,6.22,239 LA CB 30m,,05-08-2023,,LTER
2023050802,2023050802-08,Lake Water,Filtration,TRUE,,6.16,239 LA CB 30m,,05-08-2023,,LTER
2023050802,2023050802-08,Lake Water,Alk,TRUE,,4.31,239 LA CB 30m,,05-08-2023,,LTER
2023050802,2023050802-08,Lake Water,Absorbance scan,TRUE,,4.76,239 LA CB 30m,,05-08-2023,,LTER
2023050802,2023050802-08,Lake Water,TDN,TRUE,,8.94,239 LA CB 30m,,05-08-2023,,LTER
2023050802,2023050802-08,Lake Water,TDP,TRUE,,8.54,239 LA CB 30m,,05-08-2023,,LTER
2023050802,2023050802-08,Lake Water,SRSi,TRUE,,8.09,239 LA CB 30m,,05-08-2023,,LTER
2023050802,2023050802-08,Lake Water,pH,TRUE,,7.24,239 LA CB 30m,,05-08-2023,,LTER
2023050802,2023050802-08,Lake Water,NH3,TRUE,,6.85,239 LA CB 30m,,05-08-2023,,LTER
2023050802,2023050802-08,Lake Water,NO3,TRUE,,6.30,239 LA CB 30m,,05-08-2023,,LTER
2023050802,2023050802-09,Lake Water,Zooplankton taxonomy,TRUE,,268.80,239 LA CB PE,,05-08-2023,,LTER
2023050802,2023050802-10,Lake Water,Chla,TRUE,,11.44,239 LA CB 10m,,05-08-2023,,LTER
2023050802,2023050802-10,Lake Water,DIC,TRUE,,9.46,239 LA CB 10m,,05-08-2023,,LTER
2023050802,2023050802-10,Lake Water,Part P,TRUE,,13.84,239 LA CB 10m,,05-08-2023,,LTER
2023050802,2023050802-10,Lake Water,Cations,TRUE,,16.07,239 LA CB 10m,,05-08-2023,,LTER
2023050802,2023050802-10,Lake Water,Part C/N,TRUE,,18.19,239 LA CB 10m,,05-08-2023,,LTER
2023050802,2023050802-10,Lake Water,Anions,TRUE,,19.28,239 LA CB 10m,,05-08-2023,,LTER
2023050802,2023050802-10,Lake Water,NO3,TRUE,,6.30,239 LA CB 10m,,05-08-2023,,LTER
2023050802,2023050802-10,Lake Water,NH3,TRUE,,6.85,239 LA CB 10m,,05-08-2023,,LTER
2023050802,2023050802-10,Lake Water,pH,TRUE,,7.24,239 LA CB 10m,,05-08-2023,,LTER
2023050802,2023050802-10,Lake Water,SRSi,TRUE,,8.09,239 LA CB 10m,,05-08-2023,,LTER
2023050802,2023050802-10,Lake Water,TDP,TRUE,,8.54,239 LA CB 10m,,05-08-2023,,LTER
2023050802,2023050802-10,Lake Water,TDN,TRUE,,8.94,239 LA CB 10m,,05-08-2023,,LTER
2023050802,2023050802-10,Lake Water,Absorbance scan,TRUE,,4.76,239 LA CB 10m,,05-08-2023,,LTER
2023050802,2023050802-10,Lake Water,Alk,TRUE,,4.31,239 LA CB 10m,,05-08-2023,,LTER
2023050802,2023050802-10,Lake Water,Filtration,TRUE,,6.16,239 LA CB 10m,,05-08-2023,,LTER
2023050802,2023050802-10,Lake Water,NO2,TRUE,,6.22,239 LA CB 10m,,05-08-2023,,LTER
2023050802,2023050802-10,Lake Water,Archive,TRUE,,0.00,239 LA CB 10m,,05-08-2023,,LTER
2023050802,2023050802-10,Lake Water,DOC,TRUE,,4.19,239 LA CB 10m,,05-08-2023,,LTER
2023050803,2023050803-01,Stream Water,DOC,TRUE,,4.19,239 EIF,,05-08-2023,,LTER
2023050803,2023050803-01,Stream Water,Archive,TRUE,,0.00,239 EIF,,05-08-2023,,LTER
2023050803,2023050803-01,Stream Water,NO2,TRUE,,6.22,239 EIF,,05-08-2023,,LTER
2023050803,2023050803-01,Stream Water,Filtration,TRUE,,6.16,239 EIF,,05-08-2023,,LTER
2023050803,2023050803-01,Stream Water,Alk,TRUE,,4.31,239 EIF,,05-08-2023,,LTER
2023050803,2023050803-01,Stream Water,Absorbance scan,TRUE,,4.76,239 EIF,,05-08-2023,,LTER
2023050803,2023050803-01,Stream Water,TDN,TRUE,,8.94,239 EIF,,05-08-2023,,LTER
2023050803,2023050803-01,Stream Water,TDP,TRUE,,8.54,239 EIF,,05-08-2023,,LTER
2023050803,2023050803-01,Stream Water,SRSi,TRUE,,8.09,239 EIF,,05-08-2023,,LTER
2023050803,2023050803-01,Stream Water,pH,TRUE,,7.24,239 EIF,,05-08-2023,,LTER
2023050803,2023050803-01,Stream Water,NH3,TRUE,,6.85,239 EIF,,05-08-2023,,LTER
2023050803,2023050803-01,Stream Water,NO3,TRUE,,6.30,239 EIF,,05-08-2023,,LTER
2023050803,2023050803-01,Stream Water,Anions,TRUE,,19.28,239 EIF,,05-08-2023,,LTER
2023050803,2023050803-01,Stream Water,Part C/N,TRUE,,18.19,239 EIF,,05-08-2023,,LTER
2023050803,2023050803-01,Stream Water,Cations,TRUE,,16.07,239 EIF,,05-08-2023,,LTER
2023050803,2023050803-01,Stream Water,Part P,TRUE,,13.84,239 EIF,,05-08-2023,,LTER
2023050803,2023050803-01,Stream Water,Cond,TRUE,,4.20,239 EIF,,05-08-2023,,LTER
2023050803,2023050803-01,Stream Water,DIC,TRUE,,9.46,239 EIF,,05-08-2023,,LTER
2023050803,2023050803-02,Stream Water,DIC,TRUE,,9.46,239 NEIF,,05-08-2023,,LTER
2023050803,2023050803-02,Stream Water,Cond,TRUE,,4.20,239 NEIF,,05-08-2023,,LTER
2023050803,2023050803-02,Stream Water,Part P,TRUE,,13.84,239 NEIF,,05-08-2023,,LTER
2023050803,2023050803-02,Stream Water,Cations,TRUE,,16.07,239 NEIF,,05-08-2023,,LTER
2023050803,2023050803-02,Stream Water,Part C/N,TRUE,,18.19,239 NEIF,,05-08-2023,,LTER
2023050803,2023050803-02,Stream Water,Anions,TRUE,,19.28,239 NEIF,,05-08-2023,,LTER
2023050803,2023050803-02,Stream Water,NO3,TRUE,,6.30,239 NEIF,,05-08-2023,,LTER
2023050803,2023050803-02,Stream Water,NH3,TRUE,,6.85,239 NEIF,,05-08-2023,,LTER
2023050803,2023050803-02,Stream Water,pH,TRUE,,7.24,239 NEIF,,05-08-2023,,LTER
2023050803,2023050803-02,Stream Water,SRSi,TRUE,,8.09,239 NEIF,,05-08-2023,,LTER
2023050803,2023050803-02,Stream Water,TDP,TRUE,,8.54,239 NEIF,,05-08-2023,,LTER
2023050803,2023050803-02,Stream Water,TDN,TRUE,,8.94,239 NEIF,,05-08-2023,,LTER
2023050803,2023050803-02,Stream Water,Absorbance scan,TRUE,,4.76,239 NEIF,,05-08-2023,,LTER
2023050803,2023050803-02,Stream Water,Alk,TRUE,,4.31,239 NEIF,,05-08-2023,,LTER
2023050803,2023050803-02,Stream Water,Filtration,TRUE,,6.16,239 NEIF,,05-08-2023,,LTER
2023050803,2023050803-02,Stream Water,NO2,TRUE,,6.22,239 NEIF,,05-08-2023,,LTER
2023050803,2023050803-02,Stream Water,Archive,TRUE,,0.00,239 NEIF,,05-08-2023,,LTER
2023050803,2023050803-02,Stream Water,DOC,TRUE,,4.19,239 NEIF,,05-08-2023,,LTER
2023050803,2023050803-03,Stream Water,DOC,TRUE,,4.19,239 NWIF,,05-08-2023,,LTER
2023050803,2023050803-03,Stream Water,Archive,TRUE,,0.00,239 NWIF,,05-08-2023,,LTER
2023050803,2023050803-03,Stream Water,NO2,TRUE,,6.22,239 NWIF,,05-08-2023,,LTER
2023050803,2023050803-03,Stream Water,Filtration,TRUE,,6.16,239 NWIF,,05-08-2023,,LTER
2023050803,2023050803-03,Stream Water,Alk,TRUE,,4.31,239 NWIF,,05-08-2023,,LTER
2023050803,2023050803-03,Stream Water,Absorbance scan,TRUE,,4.76,239 NWIF,,05-08-2023,,LTER
2023050803,2023050803-03,Stream Water,TDN,TRUE,,8.94,239 NWIF,,05-08-2023,,LTER
