Order ID,Sample ID,Matrix,Test,Mark,Invoice ID,Price,Site,Cust. Samp ID,Date Collected,customer_id
2023011502,2023011502-11,Lake Water,TDP,FALSE,,8.54,239 LA CB 10m,,01-16-2023,LTER
2023011502,2023011502-11,Lake Water,Chla,FALSE,,11.44,239 LA CB 10m,,01-16-2023,LTER
2023011502,2023011502-11,Lake Water,DIC,FALSE,,9.46,239 LA CB 10m,,01-16-2023,LTER
2023011502,2023011502-11,Lake Water,TDN,FALSE,,8.94,239 LA CB 10m,,01-16-2023,LTER
2023011502,2023011502-11,Lake Water,NH3,FALSE,,6.85,239 LA CB 10m,,01-16-2023,LTER
2023011502,2023011502-11,Lake Water,NO3,FALSE,,6.3,239 LA CB 10m,,01-16-2023,LTER
2023011502,2023011502-11,Lake Water,NO2,FALSE,,6.22,239 LA CB 10m,,01-16-2023,LTER
2023011502,2023011502-11,Lake Water,Filtration,FALSE,,6.16,239 LA CB 10m,,01-16-2023,LTER
2023011502,2023011502-11,Lake Water,Absorbance scan,FALSE,,4.76,239 LA CB 10m,,01-16-2023,LTER
2023011502,2023011502-11,Lake Water,Alk,FALSE,,4.31,239 LA CB 10m,,01-16-2023,LTER
2023011502,2023011502-11,Lake Water,DOC,FALSE,,4.19,239 LA CB 10m,,01-16-2023,LTER
2023011701,2023011701-01,MQ,DOC,FALSE,,4.19,Method blank,,01-17-2023,Blanks
2023011701,2023011701-01,MQ,Part P,FALSE,,11.71,Method blank,,01-17-2023,Blanks
2023011701,2023011701-01,MQ,Anions,FALSE,,19.28,Method blank,,01-17-2023,Blanks
2023011701,2023011701-01,MQ,Cations,FALSE,,16.75,Method blank,,01-17-2023,Blanks
2023011701,2023011701-01,MQ,Part C/N,FALSE,,17.78,Method blank,,01-17-2023,Blanks
2023011702,2023011702-01,Lake Water,Anions,FALSE,,19.28,373 LA CB 1m,,01-17-2023,LTER
2023011702,2023011702-01,Lake Water,Phytoplankton taxonomy,FALSE,,135,373 LA CB 1m,,01-17-2023,LTER
2023011702,2023011702-01,Lake Water,Part P,FALSE,,13.84,373 LA CB 1m,,01-17-2023,LTER
2023011702,2023011702-01,Lake Water,Cations,FALSE,,16.07,373 LA CB 1m,,01-17-2023,LTER
2023011702,2023011702-01,Lake Water,Part C/N,FALSE,,18.19,373 LA CB 1m,,01-17-2023,LTER
2023011702,2023011702-01,Lake Water,DOC,FALSE,,4.19,373 LA CB 1m,,01-17-2023,LTER
2023011702,2023011702-01,Lake Water,Alk,FALSE,,4.31,373 LA CB 1m,,01-17-2023,LTER
2023011702,2023011702-01,Lake Water,Absorbance scan,FALSE,,4.76,373 LA CB 1m,,01-17-2023,LTER
2023011702,2023011702-01,Lake Water,Filtration,FALSE,,6.16,373 LA CB 1m,,01-17-2023,LTER
2023011702,2023011702-01,Lake Water,NO2,FALSE,,6.22,373 LA CB 1m,,01-17-2023,LTER
2023011702,2023011702-01,Lake Water,NO3,FALSE,,6.3,373 LA CB 1m,,01-17-2023,LTER
2023011702,2023011702-01,Lake Water,NH3,FALSE,,6.85,373 LA CB 1m,,01-17-2023,LTER
2023011702,2023011702-01,Lake Water,TDN,FALSE,,8.94,373 LA CB 1m,,01-17-2023,LTER
2023011702,2023011702-01,Lake Water,DIC,FALSE,,9.46,373 LA CB 1m,,01-17-2023,LTER
2023011702,2023011702-01,Lake Water,Chla,FALSE,,11.44,373 LA CB 1m,,01-17-2023,LTER
2023011702,2023011702-01,Lake Water,TDP,FALSE,,8.54,373 LA CB 1m,,01-17-2023,LTER
2023011702,2023011702-01,Lake Water,SRSi,FALSE,,8.09,373 LA CB 1m,,01-17-2023,LTER
2023011702,2023011702-01,Lake Water,pH,FALSE,,7.24,373 LA CB 1m,,01-17-2023,LTER
2023011702,2023011702-02,Lake Water,pH,FALSE,,7.24,373 LA CB Meta,,01-17-2023,LTER
2023011702,2023011702-03,Lake Water,pH,FALSE,,7.24,373 LA CB 5m,,01-17-2023,LTER
2023011702,2023011702-03,Lake Water,SRSi,FALSE,,8.09,373 LA CB 5m,,01-17-2023,LTER
2023011702,2023011702-03,Lake Water,TDP,FALSE,,8.54,373 LA CB 5m,,01-17-2023,LTER
2023011702,2023011702-03,Lake Water,Chla,FALSE,,11.44,373 LA CB 5m,,01-17-2023,LTER
2023011702,2023011702-03,Lake Water,DIC,FALSE,,9.46,373 LA CB 5m,,01-17-2023,LTER
2023011702,2023011702-03,Lake Water,TDN,FALSE,,8.94,373 LA CB 5m,,01-17-2023,LTER
2023011702,2023011702-03,Lake Water,NH3,FALSE,,6.85,373 LA CB 5m,,01-17-2023,LTER
2023011702,2023011702-03,Lake Water,NO3,FALSE,,6.3,373 LA CB 5m,,01-17-2023,LTER
2023011702,2023011702-03,Lake Water,NO2,FALSE,,6.22,373 LA CB 5m,,01-17-2023,LTER
2023011702,2023011702-03,Lake Water,Filtration,FALSE,,6.16,373 LA CB 5m,,01-17-2023,LTER
2023011702,2023011702-03,Lake Water,Alk,FALSE,,4.31,373 LA CB 5m,,01-17-2023,LTER
2023011702,2023011702-03,Lake Water,DOC,FALSE,,4.19,373 LA CB 5m,,01-17-2023,LTER
2023011702,2023011702-03,Lake Water,Part C/N,FALSE,,18.19,373 LA CB 5m,,01-17-2023,LTER
2023011702,2023011702-03,Lake Water,Cations,FALSE,,16.07,373 LA CB 5m,,01-17-2023,LTER
2023011702,2023011702-03,Lake Water,Part P,FALSE,,13.84,373 LA CB 5m,,01-17-2023,LTER
2023011702,2023011702-03,Lake Water,Anions,FALSE,,19.28,373 LA CB 5m,,01-17-2023,LTER
2023011702,2023011702-04,Lake Water,Anions,FALSE,,19.28,373 LA CB 10m,,01-17-2023,LTER
2023011702,2023011702-04,Lake Water,Part P,FALSE,,13.84,373 LA CB 10m,,01-17-2023,LTER
2023011702,2023011702-04,Lake Water,Cations,FALSE,,16.07,373 LA CB 10m,,01-17-2023,LTER
2023011702,2023011702-04,Lake Water,Part C/N,FALSE,,18.19,373 LA CB 10m,,01-17-2023,LTER
2023011702,2023011702-04,Lake Water,DOC,FALSE,,4.19,373 LA CB 10m,,01-17-2023,LTER
2023011702,2023011702-04,Lake Water,Alk,FALSE,,4.31,373 LA CB 10m,,01-17-2023,LTER
2023011702,2023011702-04,Lake Water,Filtration,FALSE,,6.16,373 LA CB 10m,,01-17-2023,LTER
2023011702,2023011702-04,Lake Water,NO2,FALSE,,6.22,373 LA CB 10m,,01-17-2023,LTER
2023011702,2023011702-04,Lake Water,NO3,FALSE,,6.3,373 LA CB 10m,,01-17-2023,LTER
2023011702,2023011702-04,Lake Water,NH3,FALSE,,6.85,373 LA CB 10m,,01-17-2023,LTER
2023011702,2023011702-04,Lake Water,TDN,FALSE,,8.94,373 LA CB 10m,,01-17-2023,LTER
2023011702,2023011702-04,Lake Water,DIC,FALSE,,9.46,373 LA CB 10m,,01-17-2023,LTER
2023011702,2023011702-04,Lake Water,Chla,FALSE,,11.44,373 LA CB 10m,,01-17-2023,LTER
2023011702,2023011702-04,Lake Water,TDP,FALSE,,8.54,373 LA CB 10m,,01-17-2023,LTER
2023011702,2023011702-04,Lake Water,SRSi,FALSE,,8.09,373 LA CB 10m,,01-17-2023,LTER
2023011702,2023011702-04,Lake Water,pH,FALSE,,7.24,373 LA CB 10m,,01-17-2023,LTER
2023011702,2023011702-05,Lake Water,pH,FALSE,,7.24,373 LA CB 15m,,01-17-2023,LTER
2023011702,2023011702-05,Lake Water,SRSi,FALSE,,8.09,373 LA CB 15m,,01-17-2023,LTER
2023011702,2023011702-05,Lake Water,TDP,FALSE,,8.54,373 LA CB 15m,,01-17-2023,LTER
2023011702,2023011702-05,Lake Water,Chla,FALSE,,11.44,373 LA CB 15m,,01-17-2023,LTER
2023011702,2023011702-05,Lake Water,DIC,FALSE,,9.46,373 LA CB 15m,,01-17-2023,LTER
2023011702,2023011702-05,Lake Water,TDN,FALSE,,8.94,373 LA CB 15m,,01-17-2023,LTER
2023011702,2023011702-05,Lake Water,NH3,FALSE,,6.85,373 LA CB 15m,,01-17-2023,LTER
2023011702,2023011702-05,Lake Water,NO3,FALSE,,6.3,373 LA CB 15m,,01-17-2023,LTER
2023011702,2023011702-05,Lake Water,NO2,FALSE,,6.22,373 LA CB 15m,,01-17-2023,LTER
2023011702,2023011702-05,Lake Water,Filtration,FALSE,,6.16,373 LA CB 15m,,01-17-2023,LTER
2023011702,2023011702-05,Lake Water,Alk,FALSE,,4.31,373 LA CB 15m,,01-17-2023,LTER
2023011702,2023011702-05,Lake Water,DOC,FALSE,,4.19,373 LA CB 15m,,01-17-2023,LTER
2023011702,2023011702-05,Lake Water,Part C/N,FALSE,,18.19,373 LA CB 15m,,01-17-2023,LTER
2023011702,2023011702-05,Lake Water,Cations,FALSE,,16.07,373 LA CB 15m,,01-17-2023,LTER
2023011702,2023011702-05,Lake Water,Part P,FALSE,,13.84,373 LA CB 15m,,01-17-2023,LTER
2023011702,2023011702-05,Lake Water,Anions,FALSE,,19.28,373 LA CB 15m,,01-17-2023,LTER
2023011702,2023011702-06,Lake Water,Anions,FALSE,,19.28,373 LA CB 20m,,01-17-2023,LTER
2023011702,2023011702-06,Lake Water,Part P,FALSE,,13.84,373 LA CB 20m,,01-17-2023,LTER
2023011702,2023011702-06,Lake Water,Cations,FALSE,,16.07,373 LA CB 20m,,01-17-2023,LTER
2023011702,2023011702-06,Lake Water,Part C/N,FALSE,,18.19,373 LA CB 20m,,01-17-2023,LTER
2023011702,2023011702-06,Lake Water,DOC,FALSE,,4.19,373 LA CB 20m,,01-17-2023,LTER
2023011702,2023011702-06,Lake Water,Alk,FALSE,,4.31,373 LA CB 20m,,01-17-2023,LTER
2023011702,2023011702-06,Lake Water,Filtration,FALSE,,6.16,373 LA CB 20m,,01-17-2023,LTER
2023011702,2023011702-06,Lake Water,NO2,FALSE,,6.22,373 LA CB 20m,,01-17-2023,LTER
2023011702,2023011702-06,Lake Water,NO3,FALSE,,6.3,373 LA CB 20m,,01-17-2023,LTER
2023011702,2023011702-06,Lake Water,NH3,FALSE,,6.85,373 LA CB 20m,,01-17-2023,LTER
2023011702,2023011702-06,Lake Water,TDN,FALSE,,8.94,373 LA CB 20m,,01-17-2023,LTER
2023011702,2023011702-06,Lake Water,DIC,FALSE,,9.46,373 LA CB 20m,,01-17-2023,LTER
2023011702,2023011702-06,Lake Water,Chla,FALSE,,11.44,373 LA CB 20m,,01-17-2023,LTER
2023011702,2023011702-06,Lake Water,TDP,FALSE,,8.54,373 LA CB 20m,,01-17-2023,LTER
2023011702,2023011702-06,Lake Water,SRSi,FALSE,,8.09,373 LA CB 20m,,01-17-2023,LTER
2023011702,2023011702-06,Lake Water,pH,FALSE,,7.24,373 LA CB 20m,,01-17-2023,LTER
2023011702,2023011702-09,Lake Water,Zooplankton taxonomy,FALSE,,268.8,373 LA CB PE,,01-17-2023,LTER
2023011702,2023011702-11,Lake Water,Anions,FALSE,,19.28,373 LA CB 10m,,01-17-2023,LTER
2023011702,2023011702-11,Lake Water,Part C/N,FALSE,,18.19,373 LA CB 10m,,01-17-2023,LTER
2023011702,2023011702-11,Lake Water,Cations,FALSE,,16.07,373 LA CB 10m,,01-17-2023,LTER
2023011702,2023011702-11,Lake Water,Part P,FALSE,,13.84,373 LA CB 10m,,01-17-2023,LTER
2023011702,2023011702-11,Lake Water,pH,FALSE,,7.24,373 LA CB 10m,,01-17-2023,LTER
2023011702,2023011702-11,Lake Water,SRSi,FALSE,,8.09,373 LA CB 10m,,01-17-2023,LTER
2023011702,2023011702-11,Lake Water,TDP,FALSE,,8.54,373 LA CB 10m,,01-17-2023,LTER
2023011702,2023011702-11,Lake Water,Chla,FALSE,,11.44,373 LA CB 10m,,01-17-2023,LTER
2023011702,2023011702-11,Lake Water,DIC,FALSE,,9.46,373 LA CB 10m,,01-17-2023,LTER
2023011702,2023011702-11,Lake Water,TDN,FALSE,,8.94,373 LA CB 10m,,01-17-2023,LTER
2023011702,2023011702-11,Lake Water,NH3,FALSE,,6.85,373 LA CB 10m,,01-17-2023,LTER
2023011702,2023011702-11,Lake Water,NO3,FALSE,,6.3,373 LA CB 10m,,01-17-2023,LTER
2023011702,2023011702-11,Lake Water,NO2,FALSE,,6.22,373 LA CB 10m,,01-17-2023,LTER
2023011702,2023011702-11,Lake Water,Filtration,FALSE,,6.16,373 LA CB 10m,,01-17-2023,LTER
2023011702,2023011702-11,Lake Water,Alk,FALSE,,4.31,373 LA CB 10m,,01-17-2023,LTER
2023011702,2023011702-11,Lake Water,DOC,FALSE,,4.19,373 LA CB 10m,,01-17-2023,LTER
2023011703,2023011703-01,Lake Water,DOC,FALSE,,4.19,224 LA CB 1m,,01-17-2023,LTER
2023011703,2023011703-01,Lake Water,Alk,FALSE,,4.31,224 LA CB 1m,,01-17-2023,LTER
2023011703,2023011703-01,Lake Water,Filtration,FALSE,,6.16,224 LA CB 1m,,01-17-2023,LTER
2023011703,2023011703-01,Lake Water,NO2,FALSE,,6.22,224 LA CB 1m,,01-17-2023,LTER
2023011703,2023011703-01,Lake Water,NO3,FALSE,,6.3,224 LA CB 1m,,01-17-2023,LTER
2023011703,2023011703-01,Lake Water,NH3,FALSE,,6.85,224 LA CB 1m,,01-17-2023,LTER
2023011703,2023011703-01,Lake Water,TDN,FALSE,,8.94,224 LA CB 1m,,01-17-2023,LTER
